BlackElo_broad,WhiteElo_broad,Opening_broad,death_position,killed_piece_id,killed_by_piece_id,counts
1500-1749,1500-1749,Other,a6,W-B-f,B-B-c,1
1500-1749,1500-1749,Other,a6,W-B-f,B-P-b,1
1500-1749,1500-1749,Other,a6,W-P-a,B-B-c,1
1500-1749,1500-1749,Other,a6,W-P-a,B-P-b,1
1500-1749,1500-1749,Other,a6,W-P-b,B-N-b,1
1500-1749,1500-1749,Other,a6,W-P-b,B-P-b,1
1500-1749,1500-1749,Other,a7,B-B-f,W-B-c,2
1500-1749,1500-1749,Other,a7,B-P-a,W-K,1
1500-1749,1500-1749,Other,a7,B-P-a,W-P-c,1
1500-1749,1500-1749,Other,a7,B-P-a,W-Q,5
1500-1749,1500-1749,Other,a7,B-P-a,W-R-a,1
1500-1749,1500-1749,Other,a7,B-P-a,W-R-h,1
1500-1749,1500-1749,Other,a7,W-B-c,B-R-a,1
1500-1749,1500-1749,Other,a7,W-P-b,B-K,1
1500-1749,1500-1749,Other,a7,W-P-c,B-R-a,1
1500-1749,1500-1749,Other,a8,B-R-a,W-B-f,6
1500-1749,1500-1749,Other,a8,B-R-a,W-N-b,1
1500-1749,1500-1749,Other,a8,B-R-a,W-Q,3
1500-1749,1500-1749,Other,a8,B-R-a,W-R-a,1
1500-1749,1500-1749,Other,a8,B-R-a,W-R-h,1
1500-1749,1500-1749,Other,a8,W-B-f,B-Q,1
1500-1749,1500-1749,Other,a8,W-B-f,B-R-h,1
1500-1749,1500-1749,Other,a8,W-R-a,B-R-h,1
1500-1749,1500-1749,Other,a8,W-R-h,B-B-c,1
1500-1749,1500-1749,Other,b1,B-R-h,W-K,1
1500-1749,1500-1749,Other,b1,W-R-a,B-Q,1
1500-1749,1500-1749,Other,b1,W-R-h,B-R-h,1
1500-1749,1500-1749,Other,b2,B-B-f,W-Q,1
1500-1749,1500-1749,Other,b2,B-N-b,W-Q,1
1500-1749,1500-1749,Other,b2,B-P-a,W-R-h,1
1500-1749,1500-1749,Other,b2,B-Q,W-Q,1
1500-1749,1500-1749,Other,b2,B-R-h,W-K,1
1500-1749,1500-1749,Other,b2,B-R-h,W-P-a,1
1500-1749,1500-1749,Other,b2,W-B-c,B-N-b,2
1500-1749,1500-1749,Other,b2,W-B-c,B-Q,1
1500-1749,1500-1749,Other,b2,W-B-c,B-R-a,1
1500-1749,1500-1749,Other,b2,W-B-c,B-R-h,1
1500-1749,1500-1749,Other,b2,W-P-a,B-K,1
1500-1749,1500-1749,Other,b2,W-P-b,B-B-f,5
1500-1749,1500-1749,Other,b2,W-P-b,B-N-b,2
1500-1749,1500-1749,Other,b2,W-P-b,B-P-b,1
1500-1749,1500-1749,Other,b2,W-P-b,B-Q,4
1500-1749,1500-1749,Other,b2,W-P-b,B-R-a,1
1500-1749,1500-1749,Other,b2,W-P-b,B-R-h,2
1500-1749,1500-1749,Other,b2,W-R-a,B-R-h,1
1500-1749,1500-1749,Other,b3,B-B-c,W-P-c,1
1500-1749,1500-1749,Other,b3,B-N-b,W-N-b,1
1500-1749,1500-1749,Other,b3,B-N-b,W-P-a,1
1500-1749,1500-1749,Other,b3,B-N-b,W-Q,2
1500-1749,1500-1749,Other,b3,B-P-a,W-K,2
1500-1749,1500-1749,Other,b3,B-P-c,W-N-b,1
1500-1749,1500-1749,Other,b3,B-R-a,W-Q,1
1500-1749,1500-1749,Other,b3,W-B-f,B-B-c,1
1500-1749,1500-1749,Other,b3,W-B-f,B-N-b,3
1500-1749,1500-1749,Other,b3,W-B-f,B-Q,1
1500-1749,1500-1749,Other,b3,W-N-b,B-R-a,1
1500-1749,1500-1749,Other,b3,W-P-b,B-K,1
1500-1749,1500-1749,Other,b3,W-P-b,B-N-b,1
1500-1749,1500-1749,Other,b3,W-P-b,B-P-a,2
1500-1749,1500-1749,Other,b3,W-P-b,B-P-c,1
1500-1749,1500-1749,Other,b3,W-P-b,B-Q,2
1500-1749,1500-1749,Other,b3,W-P-b,B-R-a,1
1500-1749,1500-1749,Other,b3,W-P-c,B-N-b,1
1500-1749,1500-1749,Other,b3,W-Q,B-R-h,2
1500-1749,1500-1749,Other,b4,B-B-f,W-B-c,1
1500-1749,1500-1749,Other,b4,B-B-f,W-P-a,1
1500-1749,1500-1749,Other,b4,B-B-f,W-Q,1
1500-1749,1500-1749,Other,b4,B-P-b,W-P-a,1
1500-1749,1500-1749,Other,b4,B-P-b,W-P-c,2
1500-1749,1500-1749,Other,b4,B-P-c,W-P-a,3
1500-1749,1500-1749,Other,b4,B-Q,W-K,1
1500-1749,1500-1749,Other,b4,B-Q,W-Q,1
1500-1749,1500-1749,Other,b4,W-B-c,B-B-f,1
1500-1749,1500-1749,Other,b4,W-B-c,B-N-g,1
1500-1749,1500-1749,Other,b4,W-P-a,B-B-f,2
1500-1749,1500-1749,Other,b4,W-P-a,B-P-d,1
1500-1749,1500-1749,Other,b4,W-P-b,B-B-f,2
1500-1749,1500-1749,Other,b4,W-P-b,B-N-b,1
1500-1749,1500-1749,Other,b4,W-P-b,B-P-c,4
1500-1749,1500-1749,Other,b4,W-P-b,B-R-a,1
1500-1749,1500-1749,Other,b4,W-P-b,B-R-h,1
1500-1749,1500-1749,Other,b4,W-P-c,B-P-c,1
1500-1749,1500-1749,Other,b4,W-Q,B-P-c,1
1500-1749,1500-1749,Other,b4,W-Q,B-Q,1
1500-1749,1500-1749,Other,b5,B-B-c,W-B-f,1
1500-1749,1500-1749,Other,b5,B-B-c,W-N-b,1
1500-1749,1500-1749,Other,b5,B-B-c,W-N-g,1
1500-1749,1500-1749,Other,b5,B-B-c,W-P-a,1
1500-1749,1500-1749,Other,b5,B-B-c,W-P-c,1
1500-1749,1500-1749,Other,b5,B-B-c,W-Q,1
1500-1749,1500-1749,Other,b5,B-P-a,W-B-f,1
1500-1749,1500-1749,Other,b5,B-P-a,W-N-b,1
1500-1749,1500-1749,Other,b5,B-P-a,W-P-a,2
1500-1749,1500-1749,Other,b5,B-P-a,W-P-c,1
1500-1749,1500-1749,Other,b5,B-P-b,W-B-f,3
1500-1749,1500-1749,Other,b5,B-P-b,W-N-b,3
1500-1749,1500-1749,Other,b5,B-P-b,W-P-a,4
1500-1749,1500-1749,Other,b5,B-P-b,W-P-c,2
1500-1749,1500-1749,Other,b5,B-P-b,W-Q,2
1500-1749,1500-1749,Other,b5,B-P-b,W-R-a,1
1500-1749,1500-1749,Other,b5,B-P-c,W-N-g,1
1500-1749,1500-1749,Other,b5,B-P-c,W-P-a,1
1500-1749,1500-1749,Other,b5,B-P-c,W-Q,1
1500-1749,1500-1749,Other,b5,B-R-h,W-N-b,1
1500-1749,1500-1749,Other,b5,W-B-f,B-B-c,2
1500-1749,1500-1749,Other,b5,W-B-f,B-Q,2
1500-1749,1500-1749,Other,b5,W-B-f,B-R-h,1
1500-1749,1500-1749,Other,b5,W-N-b,B-B-c,1
1500-1749,1500-1749,Other,b5,W-N-b,B-P-a,1
1500-1749,1500-1749,Other,b5,W-N-b,B-Q,1
1500-1749,1500-1749,Other,b5,W-N-g,B-B-c,2
1500-1749,1500-1749,Other,b5,W-N-g,B-P-a,1
1500-1749,1500-1749,Other,b5,W-P-a,B-P-a,2
1500-1749,1500-1749,Other,b5,W-P-a,B-P-c,1
1500-1749,1500-1749,Other,b5,W-P-a,B-Q,1
1500-1749,1500-1749,Other,b5,W-P-b,B-P-a,3
1500-1749,1500-1749,Other,b5,W-P-b,B-P-c,2
1500-1749,1500-1749,Other,b5,W-P-b,B-Q,1
1500-1749,1500-1749,Other,b5,W-P-b,B-R-h,1
1500-1749,1500-1749,Other,b5,W-P-c,B-P-a,1
1500-1749,1500-1749,Other,b6,B-B-f,W-B-c,2
1500-1749,1500-1749,Other,b6,B-B-f,W-N-b,3
1500-1749,1500-1749,Other,b6,B-N-g,W-Q,1
1500-1749,1500-1749,Other,b6,B-P-a,W-B-c,1
1500-1749,1500-1749,Other,b6,B-P-a,W-P-a,1
1500-1749,1500-1749,Other,b6,B-P-a,W-Q,1
1500-1749,1500-1749,Other,b6,B-P-b,W-K,1
1500-1749,1500-1749,Other,b6,B-P-b,W-N-b,1
1500-1749,1500-1749,Other,b6,B-P-b,W-P-a,1
1500-1749,1500-1749,Other,b6,B-P-b,W-P-c,3
1500-1749,1500-1749,Other,b6,B-P-b,W-R-a,1
1500-1749,1500-1749,Other,b6,B-P-b,W-R-h,2
1500-1749,1500-1749,Other,b6,B-P-c,W-B-c,1
1500-1749,1500-1749,Other,b6,B-P-c,W-Q,1
1500-1749,1500-1749,Other,b6,B-P-c,W-R-a,1
1500-1749,1500-1749,Other,b6,B-Q,W-N-b,1
1500-1749,1500-1749,Other,b6,W-B-c,B-P-a,1
1500-1749,1500-1749,Other,b6,W-B-c,B-P-c,1
1500-1749,1500-1749,Other,b6,W-N-b,B-P-a,2
1500-1749,1500-1749,Other,b6,W-N-b,B-P-c,2
1500-1749,1500-1749,Other,b6,W-N-g,B-Q,1
1500-1749,1500-1749,Other,b6,W-P-a,B-P-c,1
1500-1749,1500-1749,Other,b6,W-P-a,B-R-a,1
1500-1749,1500-1749,Other,b6,W-P-c,B-B-f,2
1500-1749,1500-1749,Other,b6,W-P-c,B-P-a,1
1500-1749,1500-1749,Other,b6,W-P-c,B-P-c,1
1500-1749,1500-1749,Other,b7,B-B-c,W-B-f,2
1500-1749,1500-1749,Other,b7,B-B-c,W-R-h,1
1500-1749,1500-1749,Other,b7,B-N-b,W-Q,1
1500-1749,1500-1749,Other,b7,B-P-b,W-B-f,6
1500-1749,1500-1749,Other,b7,B-P-b,W-P-c,1
1500-1749,1500-1749,Other,b7,B-P-b,W-Q,7
1500-1749,1500-1749,Other,b7,B-P-b,W-R-a,3
1500-1749,1500-1749,Other,b7,B-P-b,W-R-h,1
1500-1749,1500-1749,Other,b7,B-Q,W-P-a,1
1500-1749,1500-1749,Other,b7,W-B-f,B-R-a,1
1500-1749,1500-1749,Other,b7,W-Q,B-Q,1
1500-1749,1500-1749,Other,b8,B-B-f,W-B-c,1
1500-1749,1500-1749,Other,b8,B-N-b,W-B-c,1
1500-1749,1500-1749,Other,b8,B-N-b,W-Q,1
1500-1749,1500-1749,Other,b8,B-R-a,W-Q,1
1500-1749,1500-1749,Other,b8,W-B-c,B-R-a,1
1500-1749,1500-1749,Other,b8,W-B-c,B-R-h,1
1500-1749,1500-1749,Other,b8,W-R-a,B-B-f,1
1500-1749,1500-1749,Other,c1,B-B-f,W-Q,1
1500-1749,1500-1749,Other,c1,B-B-f,W-R-a,1
1500-1749,1500-1749,Other,c1,B-N-b,W-R-a,1
1500-1749,1500-1749,Other,c1,B-Q,W-K,1
1500-1749,1500-1749,Other,c1,B-Q,W-R-a,1
1500-1749,1500-1749,Other,c1,B-R-a,W-Q,1
1500-1749,1500-1749,Other,c1,B-R-a,W-R-h,1
1500-1749,1500-1749,Other,c1,W-B-c,B-B-f,2
1500-1749,1500-1749,Other,c1,W-B-c,B-N-b,1
1500-1749,1500-1749,Other,c1,W-Q,B-Q,2
1500-1749,1500-1749,Other,c1,W-R-a,B-R-a,3
1500-1749,1500-1749,Other,c1,W-R-h,B-N-b,1
1500-1749,1500-1749,Other,c2,B-B-c,W-R-a,1
1500-1749,1500-1749,Other,c2,B-N-b,W-Q,1
1500-1749,1500-1749,Other,c2,B-Q,W-B-f,1
1500-1749,1500-1749,Other,c2,B-R-a,W-B-f,1
1500-1749,1500-1749,Other,c2,B-R-a,W-R-a,1
1500-1749,1500-1749,Other,c2,W-P-c,B-B-c,1
1500-1749,1500-1749,Other,c2,W-P-c,B-N-b,2
1500-1749,1500-1749,Other,c2,W-P-c,B-Q,2
1500-1749,1500-1749,Other,c2,W-P-c,B-R-a,3
1500-1749,1500-1749,Other,c2,W-Q,B-Q,2
1500-1749,1500-1749,Other,c2,W-Q,B-R-a,1
1500-1749,1500-1749,Other,c2,W-R-h,B-B-c,1
1500-1749,1500-1749,Other,c2,W-R-h,B-R-a,1
1500-1749,1500-1749,Other,c3,B-B-f,W-B-c,2
1500-1749,1500-1749,Other,c3,B-B-f,W-N-b,1
1500-1749,1500-1749,Other,c3,B-B-f,W-N-g,1
1500-1749,1500-1749,Other,c3,B-B-f,W-P-b,6
1500-1749,1500-1749,Other,c3,B-N-b,W-R-h,1
1500-1749,1500-1749,Other,c3,B-N-g,W-K,1
1500-1749,1500-1749,Other,c3,B-N-g,W-N-b,1
1500-1749,1500-1749,Other,c3,B-N-g,W-P-d,1
1500-1749,1500-1749,Other,c3,B-P-b,W-B-c,1
1500-1749,1500-1749,Other,c3,B-P-b,W-N-g,1
1500-1749,1500-1749,Other,c3,B-P-b,W-P-b,1
1500-1749,1500-1749,Other,c3,B-P-b,W-R-a,1
1500-1749,1500-1749,Other,c3,B-P-c,W-B-c,1
1500-1749,1500-1749,Other,c3,W-B-c,B-B-f,2
1500-1749,1500-1749,Other,c3,W-B-c,B-N-b,1
1500-1749,1500-1749,Other,c3,W-N-b,B-B-f,9
1500-1749,1500-1749,Other,c3,W-N-b,B-N-g,1
1500-1749,1500-1749,Other,c3,W-N-b,B-Q,1
1500-1749,1500-1749,Other,c3,W-N-g,B-B-f,1
1500-1749,1500-1749,Other,c3,W-N-g,B-N-g,1
1500-1749,1500-1749,Other,c3,W-P-b,B-N-b,2
1500-1749,1500-1749,Other,c3,W-P-b,B-P-b,1
1500-1749,1500-1749,Other,c3,W-P-b,B-Q,2
1500-1749,1500-1749,Other,c3,W-P-c,B-B-f,1
1500-1749,1500-1749,Other,c3,W-P-c,B-P-b,3
1500-1749,1500-1749,Other,c3,W-P-c,B-P-c,1
1500-1749,1500-1749,Other,c3,W-P-c,B-P-e,1
1500-1749,1500-1749,Other,c3,W-P-c,B-R-a,1
1500-1749,1500-1749,Other,c3,W-R-a,B-K,1
1500-1749,1500-1749,Other,c4,B-B-c,W-B-f,3
1500-1749,1500-1749,Other,c4,B-B-c,W-K,1
1500-1749,1500-1749,Other,c4,B-B-c,W-P-d,2
1500-1749,1500-1749,Other,c4,B-B-c,W-R-h,1
1500-1749,1500-1749,Other,c4,B-N-b,W-B-f,4
1500-1749,1500-1749,Other,c4,B-N-b,W-N-b,1
1500-1749,1500-1749,Other,c4,B-N-b,W-P-b,3
1500-1749,1500-1749,Other,c4,B-N-b,W-P-d,1
1500-1749,1500-1749,Other,c4,B-N-b,W-Q,2
1500-1749,1500-1749,Other,c4,B-P-b,W-P-b,1
1500-1749,1500-1749,Other,c4,B-P-b,W-Q,1
1500-1749,1500-1749,Other,c4,B-P-c,W-B-f,1
1500-1749,1500-1749,Other,c4,B-P-c,W-Q,1
1500-1749,1500-1749,Other,c4,B-P-d,W-B-f,5
1500-1749,1500-1749,Other,c4,B-P-d,W-P-b,1
1500-1749,1500-1749,Other,c4,B-P-d,W-P-d,2
1500-1749,1500-1749,Other,c4,B-P-d,W-R-a,1
1500-1749,1500-1749,Other,c4,B-P-f,W-Q,1
1500-1749,1500-1749,Other,c4,B-R-h,W-P-b,1
1500-1749,1500-1749,Other,c4,W-B-f,B-B-c,3
1500-1749,1500-1749,Other,c4,W-B-f,B-N-b,3
1500-1749,1500-1749,Other,c4,W-B-f,B-N-g,1
1500-1749,1500-1749,Other,c4,W-B-f,B-P-b,2
1500-1749,1500-1749,Other,c4,W-B-f,B-P-d,3
1500-1749,1500-1749,Other,c4,W-B-f,B-R-a,1
1500-1749,1500-1749,Other,c4,W-N-b,B-B-c,1
1500-1749,1500-1749,Other,c4,W-N-b,B-N-b,2
1500-1749,1500-1749,Other,c4,W-N-b,B-P-c,1
1500-1749,1500-1749,Other,c4,W-N-b,B-R-h,1
1500-1749,1500-1749,Other,c4,W-N-g,B-B-c,1
1500-1749,1500-1749,Other,c4,W-P-b,B-K,1
1500-1749,1500-1749,Other,c4,W-P-b,B-P-d,1
1500-1749,1500-1749,Other,c4,W-P-b,B-Q,1
1500-1749,1500-1749,Other,c4,W-P-b,B-R-a,1
1500-1749,1500-1749,Other,c4,W-P-c,B-B-c,1
1500-1749,1500-1749,Other,c4,W-P-c,B-K,2
1500-1749,1500-1749,Other,c4,W-P-c,B-N-b,2
1500-1749,1500-1749,Other,c4,W-P-c,B-N-g,1
1500-1749,1500-1749,Other,c4,W-P-c,B-P-b,2
1500-1749,1500-1749,Other,c4,W-P-c,B-P-c,1
1500-1749,1500-1749,Other,c4,W-P-c,B-P-d,8
1500-1749,1500-1749,Other,c4,W-P-c,B-P-f,1
1500-1749,1500-1749,Other,c4,W-P-c,B-Q,2
1500-1749,1500-1749,Other,c4,W-P-c,B-R-a,1
1500-1749,1500-1749,Other,c4,W-P-d,B-B-c,1
1500-1749,1500-1749,Other,c4,W-Q,B-B-c,1
1500-1749,1500-1749,Other,c4,W-R-a,B-B-c,1
1500-1749,1500-1749,Other,c5,B-B-f,W-B-c,1
1500-1749,1500-1749,Other,c5,B-B-f,W-N-b,3
1500-1749,1500-1749,Other,c5,B-B-f,W-N-g,1
1500-1749,1500-1749,Other,c5,B-B-f,W-Q,2
1500-1749,1500-1749,Other,c5,B-N-b,W-P-e,1
1500-1749,1500-1749,Other,c5,B-P-b,W-P-c,1
1500-1749,1500-1749,Other,c5,B-P-b,W-R-h,1
1500-1749,1500-1749,Other,c5,B-P-c,W-B-c,1
1500-1749,1500-1749,Other,c5,B-P-c,W-K,1
1500-1749,1500-1749,Other,c5,B-P-c,W-P-b,2
1500-1749,1500-1749,Other,c5,B-P-c,W-P-c,1
1500-1749,1500-1749,Other,c5,B-P-c,W-P-d,7
1500-1749,1500-1749,Other,c5,B-P-c,W-P-f,1
1500-1749,1500-1749,Other,c5,B-P-c,W-Q,1
1500-1749,1500-1749,Other,c5,B-P-c,W-R-a,1
1500-1749,1500-1749,Other,c5,B-P-d,W-K,1
1500-1749,1500-1749,Other,c5,B-P-d,W-P-b,1
1500-1749,1500-1749,Other,c5,B-P-d,W-Q,1
1500-1749,1500-1749,Other,c5,B-Q,W-P-b,1
1500-1749,1500-1749,Other,c5,B-Q,W-P-d,1
1500-1749,1500-1749,Other,c5,W-B-c,B-P-c,1
1500-1749,1500-1749,Other,c5,W-N-b,B-P-d,1
1500-1749,1500-1749,Other,c5,W-N-b,B-Q,1
1500-1749,1500-1749,Other,c5,W-N-b,B-R-h,1
1500-1749,1500-1749,Other,c5,W-N-g,B-P-d,1
1500-1749,1500-1749,Other,c5,W-P-b,B-P-b,2
1500-1749,1500-1749,Other,c5,W-P-b,B-Q,1
1500-1749,1500-1749,Other,c5,W-P-b,B-R-a,1
1500-1749,1500-1749,Other,c5,W-P-c,B-B-f,1
1500-1749,1500-1749,Other,c5,W-P-c,B-P-d,3
1500-1749,1500-1749,Other,c5,W-P-d,B-B-f,4
1500-1749,1500-1749,Other,c5,W-P-d,B-N-b,1
1500-1749,1500-1749,Other,c5,W-P-d,B-P-b,1
1500-1749,1500-1749,Other,c5,W-P-d,B-Q,2
1500-1749,1500-1749,Other,c5,W-P-d,B-R-a,1
1500-1749,1500-1749,Other,c5,W-Q,B-Q,2
1500-1749,1500-1749,Other,c5,W-R-a,B-N-b,1
1500-1749,1500-1749,Other,c6,B-B-c,W-R-a,1
1500-1749,1500-1749,Other,c6,B-N-b,W-B-f,8
1500-1749,1500-1749,Other,c6,B-N-b,W-N-g,5
1500-1749,1500-1749,Other,c6,B-N-b,W-P-a,1
1500-1749,1500-1749,Other,c6,B-N-b,W-P-b,1
1500-1749,1500-1749,Other,c6,B-N-b,W-Q,1
1500-1749,1500-1749,Other,c6,B-N-g,W-B-f,1
1500-1749,1500-1749,Other,c6,B-P-b,W-N-g,1
1500-1749,1500-1749,Other,c6,B-P-b,W-P-a,1
1500-1749,1500-1749,Other,c6,B-P-b,W-P-b,2
1500-1749,1500-1749,Other,c6,B-P-b,W-P-e,1
1500-1749,1500-1749,Other,c6,B-P-b,W-Q,3
1500-1749,1500-1749,Other,c6,B-P-c,W-B-f,1
1500-1749,1500-1749,Other,c6,B-P-c,W-N-g,2
1500-1749,1500-1749,Other,c6,B-P-c,W-P-a,1
1500-1749,1500-1749,Other,c6,B-P-c,W-P-b,1
1500-1749,1500-1749,Other,c6,B-P-c,W-P-c,2
1500-1749,1500-1749,Other,c6,B-P-c,W-P-d,2
1500-1749,1500-1749,Other,c6,B-P-c,W-P-e,1
1500-1749,1500-1749,Other,c6,B-P-c,W-Q,2
1500-1749,1500-1749,Other,c6,B-P-c,W-R-a,1
1500-1749,1500-1749,Other,c6,B-P-c,W-R-h,1
1500-1749,1500-1749,Other,c6,B-Q,W-R-a,1
1500-1749,1500-1749,Other,c6,B-R-a,W-B-f,1
1500-1749,1500-1749,Other,c6,W-B-f,B-B-c,1
1500-1749,1500-1749,Other,c6,W-B-f,B-P-b,5
1500-1749,1500-1749,Other,c6,W-B-f,B-P-d,2
1500-1749,1500-1749,Other,c6,W-B-f,B-Q,1
1500-1749,1500-1749,Other,c6,W-N-g,B-P-b,4
1500-1749,1500-1749,Other,c6,W-N-g,B-P-d,1
1500-1749,1500-1749,Other,c6,W-N-g,B-R-a,1
1500-1749,1500-1749,Other,c6,W-P-a,B-P-b,1
1500-1749,1500-1749,Other,c6,W-P-a,B-Q,1
1500-1749,1500-1749,Other,c6,W-P-a,B-R-h,1
1500-1749,1500-1749,Other,c6,W-P-b,B-K,1
1500-1749,1500-1749,Other,c6,W-P-b,B-N-b,1
1500-1749,1500-1749,Other,c6,W-P-b,B-P-b,1
1500-1749,1500-1749,Other,c6,W-P-c,B-N-b,1
1500-1749,1500-1749,Other,c6,W-P-c,B-P-b,1
1500-1749,1500-1749,Other,c6,W-P-c,B-P-h,1
1500-1749,1500-1749,Other,c6,W-P-c,B-Q,1
1500-1749,1500-1749,Other,c6,W-P-c,B-R-h,1
1500-1749,1500-1749,Other,c6,W-P-d,B-P-b,2
1500-1749,1500-1749,Other,c6,W-P-e,B-B-c,1
1500-1749,1500-1749,Other,c6,W-Q,B-Q,1
1500-1749,1500-1749,Other,c6,W-R-a,B-N-g,1
1500-1749,1500-1749,Other,c7,B-P-c,W-B-c,4
1500-1749,1500-1749,Other,c7,B-P-c,W-N-b,3
1500-1749,1500-1749,Other,c7,B-P-c,W-N-g,1
1500-1749,1500-1749,Other,c7,B-P-c,W-P-b,1
1500-1749,1500-1749,Other,c7,B-P-c,W-P-c,1
1500-1749,1500-1749,Other,c7,B-P-c,W-Q,3
1500-1749,1500-1749,Other,c7,B-P-c,W-R-a,2
1500-1749,1500-1749,Other,c7,B-Q,W-Q,1
1500-1749,1500-1749,Other,c7,B-R-a,W-K,1
1500-1749,1500-1749,Other,c7,W-B-c,B-R-a,1
1500-1749,1500-1749,Other,c7,W-B-c,B-R-h,1
1500-1749,1500-1749,Other,c7,W-P-b,B-K,1
1500-1749,1500-1749,Other,c7,W-P-c,B-N-b,1
1500-1749,1500-1749,Other,c7,W-P-d,B-K,1
1500-1749,1500-1749,Other,c7,W-Q,B-K,1
1500-1749,1500-1749,Other,c7,W-Q,B-Q,1
1500-1749,1500-1749,Other,c7,W-R-a,B-R-a,1
1500-1749,1500-1749,Other,c8,B-B-c,W-B-f,2
1500-1749,1500-1749,Other,c8,B-R-a,W-R-a,1
1500-1749,1500-1749,Other,c8,B-R-h,W-N-b,1
1500-1749,1500-1749,Other,c8,B-R-h,W-R-a,1
1500-1749,1500-1749,Other,c8,W-B-f,B-R-a,1
1500-1749,1500-1749,Other,c8,W-N-b,B-K,1
1500-1749,1500-1749,Other,c8,W-N-b,B-R-a,1
1500-1749,1500-1749,Other,c8,W-R-a,B-Q,1
1500-1749,1500-1749,Other,c8,W-R-a,B-R-h,1
1500-1749,1500-1749,Other,d1,B-B-c,W-R-h,2
1500-1749,1500-1749,Other,d1,B-N-g,W-Q,1
1500-1749,1500-1749,Other,d1,B-P-d,W-R-h,1
1500-1749,1500-1749,Other,d1,B-Q,W-K,2
1500-1749,1500-1749,Other,d1,B-Q,W-R-a,1
1500-1749,1500-1749,Other,d1,B-Q,W-R-h,1
1500-1749,1500-1749,Other,d1,B-R-a,W-K,1
1500-1749,1500-1749,Other,d1,B-R-a,W-R-a,1
1500-1749,1500-1749,Other,d1,B-R-a,W-R-h,1
1500-1749,1500-1749,Other,d1,B-R-h,W-K,1
1500-1749,1500-1749,Other,d1,W-Q,B-B-c,1
1500-1749,1500-1749,Other,d1,W-Q,B-Q,4
1500-1749,1500-1749,Other,d1,W-R-a,B-B-c,1
1500-1749,1500-1749,Other,d1,W-R-a,B-R-a,2
1500-1749,1500-1749,Other,d1,W-R-a,B-R-h,1
1500-1749,1500-1749,Other,d1,W-R-h,B-N-g,1
1500-1749,1500-1749,Other,d1,W-R-h,B-R-a,1
1500-1749,1500-1749,Other,d1,W-R-h,B-R-h,1
1500-1749,1500-1749,Other,d2,B-B-f,W-K,1
1500-1749,1500-1749,Other,d2,B-B-f,W-N-b,1
1500-1749,1500-1749,Other,d2,B-B-f,W-N-g,1
1500-1749,1500-1749,Other,d2,B-B-f,W-Q,2
1500-1749,1500-1749,Other,d2,B-N-g,W-B-c,2
1500-1749,1500-1749,Other,d2,B-P-d,W-N-g,1
1500-1749,1500-1749,Other,d2,B-Q,W-Q,1
1500-1749,1500-1749,Other,d2,B-R-a,W-N-g,1
1500-1749,1500-1749,Other,d2,B-R-h,W-N-g,1
1500-1749,1500-1749,Other,d2,B-R-h,W-R-a,1
1500-1749,1500-1749,Other,d2,W-B-c,B-B-f,4
1500-1749,1500-1749,Other,d2,W-B-c,B-K,1
1500-1749,1500-1749,Other,d2,W-B-c,B-N-g,1
1500-1749,1500-1749,Other,d2,W-N-b,B-B-f,1
1500-1749,1500-1749,Other,d2,W-N-b,B-N-g,2
1500-1749,1500-1749,Other,d2,W-N-b,B-Q,1
1500-1749,1500-1749,Other,d2,W-N-b,B-R-a,1
1500-1749,1500-1749,Other,d2,W-N-b,B-R-h,2
1500-1749,1500-1749,Other,d2,W-N-g,B-R-a,1
1500-1749,1500-1749,Other,d2,W-N-g,B-R-h,1
1500-1749,1500-1749,Other,d2,W-P-d,B-Q,1
1500-1749,1500-1749,Other,d2,W-P-d,B-R-a,1
1500-1749,1500-1749,Other,d2,W-R-a,B-B-f,2
1500-1749,1500-1749,Other,d3,B-B-c,W-K,1
1500-1749,1500-1749,Other,d3,B-B-c,W-P-c,1
1500-1749,1500-1749,Other,d3,B-B-c,W-P-e,1
1500-1749,1500-1749,Other,d3,B-N-b,W-R-a,1
1500-1749,1500-1749,Other,d3,B-N-g,W-B-f,1
1500-1749,1500-1749,Other,d3,B-N-g,W-Q,1
1500-1749,1500-1749,Other,d3,B-P-c,W-B-f,1
1500-1749,1500-1749,Other,d3,B-P-c,W-P-c,1
1500-1749,1500-1749,Other,d3,B-P-c,W-R-a,1
1500-1749,1500-1749,Other,d3,B-P-e,W-P-c,1
1500-1749,1500-1749,Other,d3,B-Q,W-K,1
1500-1749,1500-1749,Other,d3,B-R-h,W-Q,1
1500-1749,1500-1749,Other,d3,B-R-h,W-R-h,1
1500-1749,1500-1749,Other,d3,W-B-f,B-B-c,3
1500-1749,1500-1749,Other,d3,W-B-f,B-N-g,1
1500-1749,1500-1749,Other,d3,W-P-c,B-N-b,1
1500-1749,1500-1749,Other,d3,W-P-c,B-Q,1
1500-1749,1500-1749,Other,d3,W-P-d,B-B-c,2
1500-1749,1500-1749,Other,d3,W-P-d,B-K,1
1500-1749,1500-1749,Other,d3,W-P-d,B-N-b,1
1500-1749,1500-1749,Other,d3,W-P-d,B-N-g,1
1500-1749,1500-1749,Other,d3,W-P-d,B-P-c,2
1500-1749,1500-1749,Other,d3,W-P-d,B-P-e,1
1500-1749,1500-1749,Other,d3,W-P-d,B-Q,3
1500-1749,1500-1749,Other,d3,W-P-d,B-R-h,2
1500-1749,1500-1749,Other,d3,W-P-e,B-P-d,1
