BlackElo_broad,WhiteElo_broad,Opening_broad,killed_piece_id,killed_by_piece_id,counts,total_matches,link,team,killed_piece,killer_piece
1500-1749,1500-1749,King's Gambit,W-N-b,B-R-h,2,984,link,W,Knight,Rook
1500-1749,1500-1749,King's Gambit,W-N-g,B-B-c,2,984,link,W,Knight,Bishop
1500-1749,1500-1749,King's Gambit,W-N-g,B-B-f,1,984,link,W,Knight,Bishop
1500-1749,1500-1749,King's Gambit,W-N-g,B-K,2,984,link,W,Knight,King
1500-1749,1500-1749,King's Gambit,W-N-g,B-N-b,1,984,link,W,Knight,Knight
1500-1749,1500-1749,King's Gambit,W-N-g,B-N-g,1,984,link,W,Knight,Knight
1500-1749,1500-1749,King's Gambit,W-N-g,B-P-b,1,984,link,W,Knight,Pawn
1500-1749,1500-1749,King's Gambit,W-N-g,B-P-e,1,984,link,W,Knight,Pawn
1500-1749,1500-1749,King's Gambit,W-N-g,B-Q,1,984,link,W,Knight,Queen
1500-1749,1500-1749,King's Gambit,W-P-a,B-P-a,1,984,link,W,Pawn,Pawn
1500-1749,1500-1749,King's Gambit,W-P-a,B-P-c,1,984,link,W,Pawn,Pawn
1500-1749,1500-1749,King's Gambit,W-P-a,B-Q,1,984,link,W,Pawn,Queen
1500-1749,1500-1749,King's Gambit,W-P-b,B-B-f,1,984,link,W,Pawn,Bishop
1500-1749,1500-1749,King's Gambit,W-P-b,B-K,1,984,link,W,Pawn,King
1500-1749,1500-1749,King's Gambit,W-P-b,B-Q,3,984,link,W,Pawn,Queen
1500-1749,1500-1749,King's Gambit,W-P-c,B-N-b,1,984,link,W,Pawn,Knight
1500-1749,1500-1749,King's Gambit,W-P-c,B-P-c,1,984,link,W,Pawn,Pawn
1500-1749,1500-1749,King's Gambit,W-P-c,B-P-e,1,984,link,W,Pawn,Pawn
1500-1749,1500-1749,King's Gambit,W-P-d,B-B-f,1,984,link,W,Pawn,Bishop
1500-1749,1500-1749,King's Gambit,W-P-d,B-N-b,2,984,link,W,Pawn,Knight
1500-1749,1500-1749,King's Gambit,W-P-d,B-P-c,1,984,link,W,Pawn,Pawn
1500-1749,1500-1749,King's Gambit,W-P-d,B-P-e,1,984,link,W,Pawn,Pawn
1500-1749,1500-1749,King's Gambit,W-P-d,B-P-f,1,984,link,W,Pawn,Pawn
1500-1749,1500-1749,King's Gambit,W-P-e,B-P-d,4,984,link,W,Pawn,Pawn
1500-1749,1500-1749,King's Gambit,W-P-e,B-Q,2,984,link,W,Pawn,Queen
1500-1749,1500-1749,King's Gambit,W-P-e,B-R-a,1,984,link,W,Pawn,Rook
1500-1749,1500-1749,King's Gambit,W-P-f,B-B-c,1,984,link,W,Pawn,Bishop
1500-1749,1500-1749,King's Gambit,W-P-f,B-B-f,1,984,link,W,Pawn,Bishop
1500-1749,1500-1749,King's Gambit,W-P-f,B-N-b,1,984,link,W,Pawn,Knight
1500-1749,1500-1749,King's Gambit,W-P-f,B-P-e,8,984,link,W,Pawn,Pawn
1500-1749,1500-1749,King's Gambit,W-P-f,B-P-h,1,984,link,W,Pawn,Pawn
1500-1749,1500-1749,King's Gambit,W-P-g,B-K,1,984,link,W,Pawn,King
1500-1749,1500-1749,King's Gambit,W-P-h,B-B-f,1,984,link,W,Pawn,Bishop
1500-1749,1500-1749,King's Gambit,W-Q,B-B-f,1,984,link,W,Queen,Bishop
1500-1749,1500-1749,King's Gambit,W-Q,B-K,1,984,link,W,Queen,King
1500-1749,1500-1749,King's Gambit,W-Q,B-Q,3,984,link,W,Queen,Queen
1500-1749,1500-1749,King's Gambit,W-R-a,B-B-c,1,984,link,W,Rook,Bishop
1500-1749,1500-1749,King's Gambit,W-R-a,B-N-b,1,984,link,W,Rook,Knight
1500-1749,1500-1749,King's Gambit,W-R-a,B-R-a,2,984,link,W,Rook,Rook
1500-1749,1500-1749,King's Gambit,W-R-a,B-R-h,1,984,link,W,Rook,Rook
1500-1749,1500-1749,King's Gambit,W-R-h,B-B-f,1,984,link,W,Rook,Bishop
1500-1749,1500-1749,King's Gambit,W-R-h,B-N-b,1,984,link,W,Rook,Knight
1500-1749,1500-1749,King's Gambit,W-R-h,B-P-f,1,984,link,W,Rook,Pawn
1500-1749,1500-1749,King's Gambit,W-R-h,B-R-a,1,984,link,W,Rook,Rook
1500-1749,1500-1749,King's Gambit,W-R-h,B-R-h,1,984,link,W,Rook,Rook
1500-1749,1500-1749,King's Pawn Game,B-B-c,W-P-a,1,984,link,B,Bishop,Pawn
1500-1749,1500-1749,King's Pawn Game,B-B-c,W-P-f,1,984,link,B,Bishop,Pawn
1500-1749,1500-1749,King's Pawn Game,B-B-c,W-Q,1,984,link,B,Bishop,Queen
1500-1749,1500-1749,King's Pawn Game,B-B-c,W-R-h,1,984,link,B,Bishop,Rook
1500-1749,1500-1749,King's Pawn Game,B-B-f,W-P-b,1,984,link,B,Bishop,Pawn
1500-1749,1500-1749,King's Pawn Game,B-B-f,W-Q,1,984,link,B,Bishop,Queen
1500-1749,1500-1749,King's Pawn Game,B-B-f,W-R-a,1,984,link,B,Bishop,Rook
1500-1749,1500-1749,King's Pawn Game,B-N-b,W-K,1,984,link,B,Knight,King
1500-1749,1500-1749,King's Pawn Game,B-N-b,W-R-a,1,984,link,B,Knight,Rook
1500-1749,1500-1749,King's Pawn Game,B-N-g,W-B-c,2,984,link,B,Knight,Bishop
1500-1749,1500-1749,King's Pawn Game,B-N-g,W-Q,1,984,link,B,Knight,Queen
1500-1749,1500-1749,King's Pawn Game,B-P-a,W-R-a,1,984,link,B,Pawn,Rook
1500-1749,1500-1749,King's Pawn Game,B-P-b,W-R-a,1,984,link,B,Pawn,Rook
1500-1749,1500-1749,King's Pawn Game,B-P-c,W-Q,1,984,link,B,Pawn,Queen
1500-1749,1500-1749,King's Pawn Game,B-P-d,W-B-f,1,984,link,B,Pawn,Bishop
1500-1749,1500-1749,King's Pawn Game,B-P-d,W-P-b,1,984,link,B,Pawn,Pawn
1500-1749,1500-1749,King's Pawn Game,B-P-d,W-P-f,1,984,link,B,Pawn,Pawn
1500-1749,1500-1749,King's Pawn Game,B-P-e,W-B-c,1,984,link,B,Pawn,Bishop
1500-1749,1500-1749,King's Pawn Game,B-P-e,W-P-d,1,984,link,B,Pawn,Pawn
1500-1749,1500-1749,King's Pawn Game,B-P-f,W-B-f,1,984,link,B,Pawn,Bishop
1500-1749,1500-1749,King's Pawn Game,B-P-g,W-N-g,1,984,link,B,Pawn,Knight
1500-1749,1500-1749,King's Pawn Game,B-P-g,W-Q,1,984,link,B,Pawn,Queen
1500-1749,1500-1749,King's Pawn Game,B-P-h,W-B-c,1,984,link,B,Pawn,Bishop
1500-1749,1500-1749,King's Pawn Game,B-Q,W-B-f,1,984,link,B,Queen,Bishop
1500-1749,1500-1749,King's Pawn Game,B-Q,W-Q,1,984,link,B,Queen,Queen
1500-1749,1500-1749,King's Pawn Game,W-B-c,B-B-f,1,984,link,W,Bishop,Bishop
1500-1749,1500-1749,King's Pawn Game,W-B-c,B-Q,1,984,link,W,Bishop,Queen
1500-1749,1500-1749,King's Pawn Game,W-B-f,B-B-c,1,984,link,W,Bishop,Bishop
1500-1749,1500-1749,King's Pawn Game,W-B-f,B-K,1,984,link,W,Bishop,King
1500-1749,1500-1749,King's Pawn Game,W-B-f,B-P-f,1,984,link,W,Bishop,Pawn
1500-1749,1500-1749,King's Pawn Game,W-B-f,B-Q,1,984,link,W,Bishop,Queen
1500-1749,1500-1749,King's Pawn Game,W-N-b,B-B-f,1,984,link,W,Knight,Bishop
1500-1749,1500-1749,King's Pawn Game,W-N-b,B-N-b,1,984,link,W,Knight,Knight
1500-1749,1500-1749,King's Pawn Game,W-N-g,B-P-h,1,984,link,W,Knight,Pawn
1500-1749,1500-1749,King's Pawn Game,W-N-g,B-Q,1,984,link,W,Knight,Queen
1500-1749,1500-1749,King's Pawn Game,W-P-a,B-Q,1,984,link,W,Pawn,Queen
1500-1749,1500-1749,King's Pawn Game,W-P-b,B-P-e,1,984,link,W,Pawn,Pawn
1500-1749,1500-1749,King's Pawn Game,W-P-c,B-N-b,1,984,link,W,Pawn,Knight
1500-1749,1500-1749,King's Pawn Game,W-P-c,B-P-d,1,984,link,W,Pawn,Pawn
1500-1749,1500-1749,King's Pawn Game,W-P-d,B-N-b,1,984,link,W,Pawn,Knight
1500-1749,1500-1749,King's Pawn Game,W-P-d,B-P-c,1,984,link,W,Pawn,Pawn
1500-1749,1500-1749,King's Pawn Game,W-P-e,B-P-d,1,984,link,W,Pawn,Pawn
1500-1749,1500-1749,King's Pawn Game,W-P-e,B-P-f,1,984,link,W,Pawn,Pawn
1500-1749,1500-1749,King's Pawn Game,W-P-e,B-Q,1,984,link,W,Pawn,Queen
1500-1749,1500-1749,King's Pawn Game,W-P-f,B-P-e,1,984,link,W,Pawn,Pawn
1500-1749,1500-1749,King's Pawn Game,W-P-f,B-Q,1,984,link,W,Pawn,Queen
1500-1749,1500-1749,King's Pawn Game,W-P-h,B-Q,1,984,link,W,Pawn,Queen
1500-1749,1500-1749,King's Pawn Game,W-Q,B-K,1,984,link,W,Queen,King
1500-1749,1500-1749,King's Pawn Game,W-Q,B-P-a,1,984,link,W,Queen,Pawn
1500-1749,1500-1749,King's Pawn Game,W-Q,B-Q,1,984,link,W,Queen,Queen
1500-1749,1500-1749,King's Pawn Game,W-R-a,B-Q,1,984,link,W,Rook,Queen
1500-1749,1500-1749,Other,B-B-c,W-B-f,33,984,link,B,Bishop,Bishop
1500-1749,1500-1749,Other,B-B-c,W-K,5,984,link,B,Bishop,King
1500-1749,1500-1749,Other,B-B-c,W-N-b,2,984,link,B,Bishop,Knight
1500-1749,1500-1749,Other,B-B-c,W-N-g,5,984,link,B,Bishop,Knight
1500-1749,1500-1749,Other,B-B-c,W-P-a,1,984,link,B,Bishop,Pawn
1500-1749,1500-1749,Other,B-B-c,W-P-c,4,984,link,B,Bishop,Pawn
1500-1749,1500-1749,Other,B-B-c,W-P-d,2,984,link,B,Bishop,Pawn
1500-1749,1500-1749,Other,B-B-c,W-P-e,8,984,link,B,Bishop,Pawn
1500-1749,1500-1749,Other,B-B-c,W-P-f,1,984,link,B,Bishop,Pawn
1500-1749,1500-1749,Other,B-B-c,W-P-g,7,984,link,B,Bishop,Pawn
1500-1749,1500-1749,Other,B-B-c,W-P-h,3,984,link,B,Bishop,Pawn
1500-1749,1500-1749,Other,B-B-c,W-Q,14,984,link,B,Bishop,Queen
1500-1749,1500-1749,Other,B-B-c,W-R-a,7,984,link,B,Bishop,Rook
1500-1749,1500-1749,Other,B-B-c,W-R-h,9,984,link,B,Bishop,Rook
1500-1749,1500-1749,Other,B-B-f,W-B-c,25,984,link,B,Bishop,Bishop
1500-1749,1500-1749,Other,B-B-f,W-K,6,984,link,B,Bishop,King
1500-1749,1500-1749,Other,B-B-f,W-N-b,13,984,link,B,Bishop,Knight
1500-1749,1500-1749,Other,B-B-f,W-N-g,7,984,link,B,Bishop,Knight
1500-1749,1500-1749,Other,B-B-f,W-P-a,1,984,link,B,Bishop,Pawn
1500-1749,1500-1749,Other,B-B-f,W-P-b,7,984,link,B,Bishop,Pawn
1500-1749,1500-1749,Other,B-B-f,W-P-c,1,984,link,B,Bishop,Pawn
1500-1749,1500-1749,Other,B-B-f,W-P-d,5,984,link,B,Bishop,Pawn
1500-1749,1500-1749,Other,B-B-f,W-P-f,3,984,link,B,Bishop,Pawn
1500-1749,1500-1749,Other,B-B-f,W-P-g,3,984,link,B,Bishop,Pawn
1500-1749,1500-1749,Other,B-B-f,W-P-h,2,984,link,B,Bishop,Pawn
1500-1749,1500-1749,Other,B-B-f,W-Q,22,984,link,B,Bishop,Queen
1500-1749,1500-1749,Other,B-B-f,W-R-a,2,984,link,B,Bishop,Rook
1500-1749,1500-1749,Other,B-B-f,W-R-h,6,984,link,B,Bishop,Rook
1500-1749,1500-1749,Other,B-K,W-P-a,1,984,link,B,King,Pawn
1500-1749,1500-1749,Other,B-N-b,W-B-c,9,984,link,B,Knight,Bishop
1500-1749,1500-1749,Other,B-N-b,W-B-f,22,984,link,B,Knight,Bishop
1500-1749,1500-1749,Other,B-N-b,W-K,2,984,link,B,Knight,King
1500-1749,1500-1749,Other,B-N-b,W-N-b,6,984,link,B,Knight,Knight
1500-1749,1500-1749,Other,B-N-b,W-N-g,15,984,link,B,Knight,Knight
1500-1749,1500-1749,Other,B-N-b,W-P-a,2,984,link,B,Knight,Pawn
1500-1749,1500-1749,Other,B-N-b,W-P-b,5,984,link,B,Knight,Pawn
1500-1749,1500-1749,Other,B-N-b,W-P-c,3,984,link,B,Knight,Pawn
1500-1749,1500-1749,Other,B-N-b,W-P-d,2,984,link,B,Knight,Pawn
1500-1749,1500-1749,Other,B-N-b,W-P-e,2,984,link,B,Knight,Pawn
1500-1749,1500-1749,Other,B-N-b,W-P-f,3,984,link,B,Knight,Pawn
1500-1749,1500-1749,Other,B-N-b,W-P-h,1,984,link,B,Knight,Pawn
1500-1749,1500-1749,Other,B-N-b,W-Q,19,984,link,B,Knight,Queen
1500-1749,1500-1749,Other,B-N-b,W-R-a,4,984,link,B,Knight,Rook
1500-1749,1500-1749,Other,B-N-b,W-R-h,3,984,link,B,Knight,Rook
1500-1749,1500-1749,Other,B-N-g,W-B-c,28,984,link,B,Knight,Bishop
1500-1749,1500-1749,Other,B-N-g,W-B-f,12,984,link,B,Knight,Bishop
1500-1749,1500-1749,Other,B-N-g,W-K,2,984,link,B,Knight,King
1500-1749,1500-1749,Other,B-N-g,W-N-b,17,984,link,B,Knight,Knight
1500-1749,1500-1749,Other,B-N-g,W-N-g,8,984,link,B,Knight,Knight
1500-1749,1500-1749,Other,B-N-g,W-P-b,1,984,link,B,Knight,Pawn
1500-1749,1500-1749,Other,B-N-g,W-P-c,2,984,link,B,Knight,Pawn
1500-1749,1500-1749,Other,B-N-g,W-P-d,2,984,link,B,Knight,Pawn
1500-1749,1500-1749,Other,B-N-g,W-P-e,5,984,link,B,Knight,Pawn
1500-1749,1500-1749,Other,B-N-g,W-P-f,6,984,link,B,Knight,Pawn
1500-1749,1500-1749,Other,B-N-g,W-P-g,1,984,link,B,Knight,Pawn
1500-1749,1500-1749,Other,B-N-g,W-P-h,3,984,link,B,Knight,Pawn
1500-1749,1500-1749,Other,B-N-g,W-Q,9,984,link,B,Knight,Queen
1500-1749,1500-1749,Other,B-N-g,W-R-a,4,984,link,B,Knight,Rook
1500-1749,1500-1749,Other,B-N-g,W-R-h,2,984,link,B,Knight,Rook
1500-1749,1500-1749,Other,B-P-a,W-B-c,1,984,link,B,Pawn,Bishop
1500-1749,1500-1749,Other,B-P-a,W-B-f,3,984,link,B,Pawn,Bishop
1500-1749,1500-1749,Other,B-P-a,W-K,4,984,link,B,Pawn,King
1500-1749,1500-1749,Other,B-P-a,W-N-b,1,984,link,B,Pawn,Knight
1500-1749,1500-1749,Other,B-P-a,W-N-g,1,984,link,B,Pawn,Knight
1500-1749,1500-1749,Other,B-P-a,W-P-a,5,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-a,W-P-b,3,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-a,W-P-c,2,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-a,W-Q,10,984,link,B,Pawn,Queen
1500-1749,1500-1749,Other,B-P-a,W-R-a,5,984,link,B,Pawn,Rook
1500-1749,1500-1749,Other,B-P-a,W-R-h,5,984,link,B,Pawn,Rook
1500-1749,1500-1749,Other,B-P-b,W-B-c,1,984,link,B,Pawn,Bishop
1500-1749,1500-1749,Other,B-P-b,W-B-f,10,984,link,B,Pawn,Bishop
1500-1749,1500-1749,Other,B-P-b,W-K,2,984,link,B,Pawn,King
1500-1749,1500-1749,Other,B-P-b,W-N-b,4,984,link,B,Pawn,Knight
1500-1749,1500-1749,Other,B-P-b,W-N-g,2,984,link,B,Pawn,Knight
1500-1749,1500-1749,Other,B-P-b,W-P-a,7,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-b,W-P-b,7,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-b,W-P-c,9,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-b,W-P-e,1,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-b,W-Q,14,984,link,B,Pawn,Queen
1500-1749,1500-1749,Other,B-P-b,W-R-a,7,984,link,B,Pawn,Rook
1500-1749,1500-1749,Other,B-P-b,W-R-h,4,984,link,B,Pawn,Rook
1500-1749,1500-1749,Other,B-P-c,W-B-c,7,984,link,B,Pawn,Bishop
1500-1749,1500-1749,Other,B-P-c,W-B-f,5,984,link,B,Pawn,Bishop
1500-1749,1500-1749,Other,B-P-c,W-K,1,984,link,B,Pawn,King
1500-1749,1500-1749,Other,B-P-c,W-N-b,5,984,link,B,Pawn,Knight
1500-1749,1500-1749,Other,B-P-c,W-N-g,6,984,link,B,Pawn,Knight
1500-1749,1500-1749,Other,B-P-c,W-P-a,5,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-c,W-P-b,4,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-c,W-P-c,7,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-c,W-P-d,9,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-c,W-P-e,2,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-c,W-P-f,1,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-c,W-Q,14,984,link,B,Pawn,Queen
1500-1749,1500-1749,Other,B-P-c,W-R-a,8,984,link,B,Pawn,Rook
1500-1749,1500-1749,Other,B-P-c,W-R-h,3,984,link,B,Pawn,Rook
1500-1749,1500-1749,Other,B-P-d,W-B-c,3,984,link,B,Pawn,Bishop
1500-1749,1500-1749,Other,B-P-d,W-B-f,12,984,link,B,Pawn,Bishop
1500-1749,1500-1749,Other,B-P-d,W-K,3,984,link,B,Pawn,King
1500-1749,1500-1749,Other,B-P-d,W-N-b,6,984,link,B,Pawn,Knight
1500-1749,1500-1749,Other,B-P-d,W-N-g,6,984,link,B,Pawn,Knight
1500-1749,1500-1749,Other,B-P-d,W-P-b,2,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-d,W-P-c,15,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-d,W-P-d,8,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-d,W-P-e,17,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-d,W-P-f,1,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-d,W-Q,9,984,link,B,Pawn,Queen
1500-1749,1500-1749,Other,B-P-d,W-R-a,4,984,link,B,Pawn,Rook
1500-1749,1500-1749,Other,B-P-d,W-R-h,3,984,link,B,Pawn,Rook
1500-1749,1500-1749,Other,B-P-e,W-B-c,7,984,link,B,Pawn,Bishop
1500-1749,1500-1749,Other,B-P-e,W-B-f,4,984,link,B,Pawn,Bishop
1500-1749,1500-1749,Other,B-P-e,W-K,1,984,link,B,Pawn,King
1500-1749,1500-1749,Other,B-P-e,W-N-b,3,984,link,B,Pawn,Knight
1500-1749,1500-1749,Other,B-P-e,W-N-g,19,984,link,B,Pawn,Knight
1500-1749,1500-1749,Other,B-P-e,W-P-c,14,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-e,W-P-d,11,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-e,W-P-e,4,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-e,W-P-f,4,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-e,W-P-g,3,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-e,W-P-h,1,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-e,W-Q,11,984,link,B,Pawn,Queen
1500-1749,1500-1749,Other,B-P-e,W-R-a,2,984,link,B,Pawn,Rook
1500-1749,1500-1749,Other,B-P-e,W-R-h,6,984,link,B,Pawn,Rook
1500-1749,1500-1749,Other,B-P-f,W-B-c,1,984,link,B,Pawn,Bishop
1500-1749,1500-1749,Other,B-P-f,W-B-f,14,984,link,B,Pawn,Bishop
1500-1749,1500-1749,Other,B-P-f,W-K,3,984,link,B,Pawn,King
1500-1749,1500-1749,Other,B-P-f,W-N-b,3,984,link,B,Pawn,Knight
1500-1749,1500-1749,Other,B-P-f,W-N-g,4,984,link,B,Pawn,Knight
1500-1749,1500-1749,Other,B-P-f,W-P-d,1,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-f,W-P-e,12,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-f,W-P-f,5,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-f,W-P-g,4,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-f,W-P-h,2,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-f,W-Q,12,984,link,B,Pawn,Queen
1500-1749,1500-1749,Other,B-P-f,W-R-a,7,984,link,B,Pawn,Rook
1500-1749,1500-1749,Other,B-P-f,W-R-h,5,984,link,B,Pawn,Rook
1500-1749,1500-1749,Other,B-P-g,W-B-c,8,984,link,B,Pawn,Bishop
1500-1749,1500-1749,Other,B-P-g,W-B-f,4,984,link,B,Pawn,Bishop
1500-1749,1500-1749,Other,B-P-g,W-K,3,984,link,B,Pawn,King
1500-1749,1500-1749,Other,B-P-g,W-N-b,3,984,link,B,Pawn,Knight
1500-1749,1500-1749,Other,B-P-g,W-N-g,3,984,link,B,Pawn,Knight
1500-1749,1500-1749,Other,B-P-g,W-P-c,1,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-g,W-P-e,3,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-g,W-P-f,10,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-g,W-P-g,3,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-g,W-P-h,7,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-g,W-Q,10,984,link,B,Pawn,Queen
1500-1749,1500-1749,Other,B-P-g,W-R-a,3,984,link,B,Pawn,Rook
1500-1749,1500-1749,Other,B-P-g,W-R-h,3,984,link,B,Pawn,Rook
1500-1749,1500-1749,Other,B-P-h,W-B-c,5,984,link,B,Pawn,Bishop
1500-1749,1500-1749,Other,B-P-h,W-B-f,6,984,link,B,Pawn,Bishop
1500-1749,1500-1749,Other,B-P-h,W-K,4,984,link,B,Pawn,King
1500-1749,1500-1749,Other,B-P-h,W-N-b,1,984,link,B,Pawn,Knight
1500-1749,1500-1749,Other,B-P-h,W-N-g,3,984,link,B,Pawn,Knight
1500-1749,1500-1749,Other,B-P-h,W-P-a,1,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-h,W-P-f,1,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-h,W-P-g,5,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-h,W-P-h,3,984,link,B,Pawn,Pawn
1500-1749,1500-1749,Other,B-P-h,W-Q,11,984,link,B,Pawn,Queen
1500-1749,1500-1749,Other,B-P-h,W-R-a,2,984,link,B,Pawn,Rook
1500-1749,1500-1749,Other,B-P-h,W-R-h,2,984,link,B,Pawn,Rook
1500-1749,1500-1749,Other,B-Q,W-B-c,5,984,link,B,Queen,Bishop
1500-1749,1500-1749,Other,B-Q,W-B-f,4,984,link,B,Queen,Bishop
1500-1749,1500-1749,Other,B-Q,W-K,8,984,link,B,Queen,King
1500-1749,1500-1749,Other,B-Q,W-N-b,8,984,link,B,Queen,Knight
1500-1749,1500-1749,Other,B-Q,W-N-g,2,984,link,B,Queen,Knight
1500-1749,1500-1749,Other,B-Q,W-P-a,1,984,link,B,Queen,Pawn
1500-1749,1500-1749,Other,B-Q,W-P-b,1,984,link,B,Queen,Pawn
1500-1749,1500-1749,Other,B-Q,W-P-d,1,984,link,B,Queen,Pawn
1500-1749,1500-1749,Other,B-Q,W-P-e,1,984,link,B,Queen,Pawn
1500-1749,1500-1749,Other,B-Q,W-P-g,1,984,link,B,Queen,Pawn
1500-1749,1500-1749,Other,B-Q,W-P-h,3,984,link,B,Queen,Pawn
1500-1749,1500-1749,Other,B-Q,W-Q,33,984,link,B,Queen,Queen
1500-1749,1500-1749,Other,B-Q,W-R-a,7,984,link,B,Queen,Rook
1500-1749,1500-1749,Other,B-Q,W-R-h,4,984,link,B,Queen,Rook
1500-1749,1500-1749,Other,B-R-a,W-B-c,3,984,link,B,Rook,Bishop
1500-1749,1500-1749,Other,B-R-a,W-B-f,10,984,link,B,Rook,Bishop
1500-1749,1500-1749,Other,B-R-a,W-K,7,984,link,B,Rook,King
1500-1749,1500-1749,Other,B-R-a,W-N-b,2,984,link,B,Rook,Knight
1500-1749,1500-1749,Other,B-R-a,W-N-g,2,984,link,B,Rook,Knight
1500-1749,1500-1749,Other,B-R-a,W-P-e,2,984,link,B,Rook,Pawn
1500-1749,1500-1749,Other,B-R-a,W-P-f,1,984,link,B,Rook,Pawn
1500-1749,1500-1749,Other,B-R-a,W-P-g,1,984,link,B,Rook,Pawn
1500-1749,1500-1749,Other,B-R-a,W-Q,12,984,link,B,Rook,Queen
1500-1749,1500-1749,Other,B-R-a,W-R-a,14,984,link,B,Rook,Rook
1500-1749,1500-1749,Other,B-R-a,W-R-h,3,984,link,B,Rook,Rook
1500-1749,1500-1749,Other,B-R-h,W-B-c,5,984,link,B,Rook,Bishop
1500-1749,1500-1749,Other,B-R-h,W-B-f,4,984,link,B,Rook,Bishop
1500-1749,1500-1749,Other,B-R-h,W-K,5,984,link,B,Rook,King
1500-1749,1500-1749,Other,B-R-h,W-N-b,7,984,link,B,Rook,Knight
1500-1749,1500-1749,Other,B-R-h,W-N-g,4,984,link,B,Rook,Knight
1500-1749,1500-1749,Other,B-R-h,W-P-a,1,984,link,B,Rook,Pawn
1500-1749,1500-1749,Other,B-R-h,W-P-b,1,984,link,B,Rook,Pawn
1500-1749,1500-1749,Other,B-R-h,W-P-g,2,984,link,B,Rook,Pawn
1500-1749,1500-1749,Other,B-R-h,W-Q,7,984,link,B,Rook,Queen
1500-1749,1500-1749,Other,B-R-h,W-R-a,11,984,link,B,Rook,Rook
1500-1749,1500-1749,Other,B-R-h,W-R-h,10,984,link,B,Rook,Rook
1500-1749,1500-1749,Other,W-B-c,B-B-f,29,984,link,W,Bishop,Bishop
1500-1749,1500-1749,Other,W-B-c,B-K,5,984,link,W,Bishop,King
1500-1749,1500-1749,Other,W-B-c,B-N-b,10,984,link,W,Bishop,Knight
1500-1749,1500-1749,Other,W-B-c,B-N-g,9,984,link,W,Bishop,Knight
1500-1749,1500-1749,Other,W-B-c,B-P-a,1,984,link,W,Bishop,Pawn
1500-1749,1500-1749,Other,W-B-c,B-P-c,3,984,link,W,Bishop,Pawn
1500-1749,1500-1749,Other,W-B-c,B-P-e,5,984,link,W,Bishop,Pawn
1500-1749,1500-1749,Other,W-B-c,B-P-g,7,984,link,W,Bishop,Pawn
1500-1749,1500-1749,Other,W-B-c,B-P-h,2,984,link,W,Bishop,Pawn
1500-1749,1500-1749,Other,W-B-c,B-Q,13,984,link,W,Bishop,Queen
1500-1749,1500-1749,Other,W-B-c,B-R-a,6,984,link,W,Bishop,Rook
1500-1749,1500-1749,Other,W-B-c,B-R-h,12,984,link,W,Bishop,Rook
1500-1749,1500-1749,Other,W-B-f,B-B-c,25,984,link,W,Bishop,Bishop
1500-1749,1500-1749,Other,W-B-f,B-K,8,984,link,W,Bishop,King
