level_0,Site,SAN,LAN,player,from_and_piece,to_and_result,from,to,piece_moved,action,index,player_name,result,match_name,piece_id,killed
21,"New York, NY USA",Na4,Nb6-a4,black,Nb6,a4,b6,a4,Knight,move,22,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-N-b,
22,"New York, NY USA",Qa3,Qc5-a3,white,Qc5,a3,c5,a3,Queen,move,23,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-Q,
23,"New York, NY USA",Nxc3,Na4xc3,black,Na4,c3,a4,c3,Knight,kill,24,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-N-b,W-N-b
24,"New York, NY USA",bxc3,b2xc3,white,b2,c3,b2,c3,Pawn,kill,25,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-P-b,B-N-b
25,"New York, NY USA",Nxe4,Nf6xe4,black,Nf6,e4,f6,e4,Knight,kill,26,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-N-g,W-P-e
26,"New York, NY USA",Bxe7,Bg5xe7,white,Bg5,e7,g5,e7,Bishop,kill,27,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-B-c,B-P-e
27,"New York, NY USA",Qb6,Qd8-b6,black,Qd8,b6,d8,b6,Queen,move,28,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-Q,
28,"New York, NY USA",Bc4,Bf1-c4,white,Bf1,c4,f1,c4,Bishop,move,29,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-B-f,
29,"New York, NY USA",Nxc3,Ne4xc3,black,Ne4,c3,e4,c3,Knight,kill,30,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-N-g,W-P-b
30,"New York, NY USA",Bc5,Be7-c5,white,Be7,c5,e7,c5,Bishop,move,31,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-B-c,
31,"New York, NY USA",Rfe8+,Rf8-e8+,black,Rf8,e8+,f8,e8,Rook,check,32,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-R-h,
32,"New York, NY USA",Kf1,Ke1-f1,white,Ke1,f1,e1,f1,King,move,33,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-K,
33,"New York, NY USA",Be6,Bg4-e6,black,Bg4,e6,g4,e6,Bishop,move,34,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-B-c,
34,"New York, NY USA",Bxb6,Bc5xb6,white,Bc5,b6,c5,b6,Bishop,kill,35,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-B-c,B-Q
35,"New York, NY USA",Bxc4+,Be6xc4+,black,Be6,c4+,e6,c4,Bishop,kill,36,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-B-c,W-B-f
36,"New York, NY USA",Kg1,Kf1-g1,white,Kf1,g1,f1,g1,King,move,37,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-K,
37,"New York, NY USA",Ne2+,Nc3-e2+,black,Nc3,e2+,c3,e2,Knight,check,38,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-N-g,
38,"New York, NY USA",Kf1,Kg1-f1,white,Kg1,f1,g1,f1,King,move,39,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-K,
39,"New York, NY USA",Nxd4+,Ne2xd4+,black,Ne2,d4+,e2,d4,Knight,kill,40,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-N-g,W-P-d
40,"New York, NY USA",Kg1,Kf1-g1,white,Kf1,g1,f1,g1,King,move,41,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-K,
41,"New York, NY USA",Ne2+,Nd4-e2+,black,Nd4,e2+,d4,e2,Knight,check,42,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-N-g,
42,"New York, NY USA",Kf1,Kg1-f1,white,Kg1,f1,g1,f1,King,move,43,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-K,
43,"New York, NY USA",Nc3+,Ne2-c3+,black,Ne2,c3+,e2,c3,Knight,check,44,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-N-g,
44,"New York, NY USA",Kg1,Kf1-g1,white,Kf1,g1,f1,g1,King,move,45,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-K,
45,"New York, NY USA",axb6,a7xb6,black,a7,b6,a7,b6,Pawn,kill,46,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-P-a,W-B-c
46,"New York, NY USA",Qb4,Qa3-b4,white,Qa3,b4,a3,b4,Queen,move,47,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-Q,
47,"New York, NY USA",Ra4,Ra8-a4,black,Ra8,a4,a8,a4,Rook,move,48,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-R-a,
48,"New York, NY USA",Qxb6,Qb4xb6,white,Qb4,b6,b4,b6,Queen,kill,49,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-Q,B-P-a
49,"New York, NY USA",Nxd1,Nc3xd1,black,Nc3,d1,c3,d1,Knight,kill,50,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-N-g,W-R-a
50,"New York, NY USA",h3,h2-h3,white,h2,h3,h2,h3,Pawn,move,51,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-P-h,
51,"New York, NY USA",Rxa2,Ra4xa2,black,Ra4,a2,a4,a2,Rook,kill,52,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-R-a,W-P-a
52,"New York, NY USA",Kh2,Kg1-h2,white,Kg1,h2,g1,h2,King,move,53,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-K,
53,"New York, NY USA",Nxf2,Nd1xf2,black,Nd1,f2,d1,f2,Knight,kill,54,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-N-g,W-P-f
54,"New York, NY USA",Re1,Rh1-e1,white,Rh1,e1,h1,e1,Rook,move,55,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-R-h,
55,"New York, NY USA",Rxe1,Re8xe1,black,Re8,e1,e8,e1,Rook,kill,56,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-R-h,W-R-h
56,"New York, NY USA",Qd8+,Qb6-d8+,white,Qb6,d8+,b6,d8,Queen,check,57,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-Q,
57,"New York, NY USA",Bf8,Bg7-f8,black,Bg7,f8,g7,f8,Bishop,move,58,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-B-f,
58,"New York, NY USA",Nxe1,Nf3xe1,white,Nf3,e1,f3,e1,Knight,kill,59,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-N-g,B-R-h
59,"New York, NY USA",Bd5,Bc4-d5,black,Bc4,d5,c4,d5,Bishop,move,60,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-B-c,
60,"New York, NY USA",Nf3,Ne1-f3,white,Ne1,f3,e1,f3,Knight,move,61,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-N-g,
61,"New York, NY USA",Ne4,Nf2-e4,black,Nf2,e4,f2,e4,Knight,move,62,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-N-g,
62,"New York, NY USA",Qb8,Qd8-b8,white,Qd8,b8,d8,b8,Queen,move,63,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-Q,
63,"New York, NY USA",b5,b7-b5,black,b7,b5,b7,b5,Pawn,move,64,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-P-b,
64,"New York, NY USA",h4,h3-h4,white,h3,h4,h3,h4,Pawn,move,65,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-P-h,
65,"New York, NY USA",h5,h7-h5,black,h7,h5,h7,h5,Pawn,move,66,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-P-h,
66,"New York, NY USA",Ne5,Nf3-e5,white,Nf3,e5,f3,e5,Knight,move,67,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-N-g,
67,"New York, NY USA",Kg7,Kg8-g7,black,Kg8,g7,g8,g7,King,move,68,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-K,
68,"New York, NY USA",Kg1,Kh2-g1,white,Kh2,g1,h2,g1,King,move,69,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-K,
69,"New York, NY USA",Bc5+,Bf8-c5+,black,Bf8,c5+,f8,c5,Bishop,check,70,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-B-f,
70,"New York, NY USA",Kf1,Kg1-f1,white,Kg1,f1,g1,f1,King,move,71,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-K,
71,"New York, NY USA",Ng3+,Ne4-g3+,black,Ne4,g3+,e4,g3,Knight,check,72,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-N-g,
72,"New York, NY USA",Ke1,Kf1-e1,white,Kf1,e1,f1,e1,King,move,73,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-K,
73,"New York, NY USA",Bb4+,Bc5-b4+,black,Bc5,b4+,c5,b4,Bishop,check,74,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-B-f,
74,"New York, NY USA",Kd1,Ke1-d1,white,Ke1,d1,e1,d1,King,move,75,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-K,
75,"New York, NY USA",Bb3+,Bd5-b3+,black,Bd5,b3+,d5,b3,Bishop,check,76,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-B-c,
76,"New York, NY USA",Kc1,Kd1-c1,white,Kd1,c1,d1,c1,King,move,77,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-K,
77,"New York, NY USA",Ne2+,Ng3-e2+,black,Ng3,e2+,g3,e2,Knight,check,78,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-N-g,
78,"New York, NY USA",Kb1,Kc1-b1,white,Kc1,b1,c1,b1,King,move,79,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-K,
79,"New York, NY USA",Nc3+,Ne2-c3+,black,Ne2,c3+,e2,c3,Knight,check,80,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-N-g,
80,"New York, NY USA",Kc1,Kb1-c1,white,Kb1,c1,b1,c1,King,move,81,Donald Byrne,black wins,Donald Byrne (white) vs Robert James Fischer (black),W-K,
81,"New York, NY USA",Rc2#,Ra2-c2#,black,Ra2,c2#,a2,c2,Rook,checkmate,82,Robert James Fischer,black wins,Donald Byrne (white) vs Robert James Fischer (black),B-R-a,
0,Hastings ENG,d4,d2-d4,white,d2,d4,d2,d4,Pawn,move,0,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-P-d,
1,Hastings ENG,f5,f7-f5,black,f7,f5,f7,f5,Pawn,move,1,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-P-f,
2,Hastings ENG,c4,c2-c4,white,c2,c4,c2,c4,Pawn,move,2,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-P-c,
3,Hastings ENG,Nf6,Ng8-f6,black,Ng8,f6,g8,f6,Knight,move,3,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-N-g,
4,Hastings ENG,g3,g2-g3,white,g2,g3,g2,g3,Pawn,move,4,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-P-g,
5,Hastings ENG,e6,e7-e6,black,e7,e6,e7,e6,Pawn,move,5,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-P-e,
6,Hastings ENG,Bg2,Bf1-g2,white,Bf1,g2,f1,g2,Bishop,move,6,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-B-f,
7,Hastings ENG,Bb4+,Bf8-b4+,black,Bf8,b4+,f8,b4,Bishop,check,7,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-B-f,
8,Hastings ENG,Bd2,Bc1-d2,white,Bc1,d2,c1,d2,Bishop,move,8,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-B-c,
9,Hastings ENG,Bxd2+,Bb4xd2+,black,Bb4,d2+,b4,d2,Bishop,kill,9,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-B-f,W-B-c
10,Hastings ENG,Nxd2,Nb1xd2,white,Nb1,d2,b1,d2,Knight,kill,10,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-N-b,B-B-f
11,Hastings ENG,Nc6,Nb8-c6,black,Nb8,c6,b8,c6,Knight,move,11,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-N-b,
12,Hastings ENG,Ngf3,Ng1-f3,white,Ng1,f3,g1,f3,Knight,move,12,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-N-g,
0,Hastings ENG,O-O,O-O,black,e8,g8,e8,g8,King,move,13,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-K,
1,Hastings ENG,O-O,O-O,black,h8,f8,h8,f8,Rook,move,14,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-R-h,
1,Hastings ENG,O-O,O-O,white,h1,f1,h1,f1,Rook,move,15,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-R-h,
0,Hastings ENG,O-O,O-O,white,e1,g1,e1,g1,King,move,16,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-K,
15,Hastings ENG,d6,d7-d6,black,d7,d6,d7,d6,Pawn,move,17,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-P-d,
16,Hastings ENG,Qb3,Qd1-b3,white,Qd1,b3,d1,b3,Queen,move,18,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-Q,
17,Hastings ENG,Kh8,Kg8-h8,black,Kg8,h8,g8,h8,King,move,19,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-K,
18,Hastings ENG,Qc3,Qb3-c3,white,Qb3,c3,b3,c3,Queen,move,20,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-Q,
19,Hastings ENG,e5,e6-e5,black,e6,e5,e6,e5,Pawn,move,21,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-P-e,
20,Hastings ENG,e3,e2-e3,white,e2,e3,e2,e3,Pawn,move,22,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-P-e,
21,Hastings ENG,a5,a7-a5,black,a7,a5,a7,a5,Pawn,move,23,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-P-a,
22,Hastings ENG,b3,b2-b3,white,b2,b3,b2,b3,Pawn,move,24,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-P-b,
23,Hastings ENG,Qe8,Qd8-e8,black,Qd8,e8,d8,e8,Queen,move,25,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-Q,
24,Hastings ENG,a3,a2-a3,white,a2,a3,a2,a3,Pawn,move,26,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-P-a,
25,Hastings ENG,Qh5,Qe8-h5,black,Qe8,h5,e8,h5,Queen,move,27,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-Q,
26,Hastings ENG,h4,h2-h4,white,h2,h4,h2,h4,Pawn,move,28,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-P-h,
27,Hastings ENG,Ng4,Nf6-g4,black,Nf6,g4,f6,g4,Knight,move,29,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-N-g,
28,Hastings ENG,Ng5,Nf3-g5,white,Nf3,g5,f3,g5,Knight,move,30,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-N-g,
29,Hastings ENG,Bd7,Bc8-d7,black,Bc8,d7,c8,d7,Bishop,move,31,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-B-c,
30,Hastings ENG,f3,f2-f3,white,f2,f3,f2,f3,Pawn,move,32,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-P-f,
31,Hastings ENG,Nf6,Ng4-f6,black,Ng4,f6,g4,f6,Knight,move,33,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-N-g,
32,Hastings ENG,f4,f3-f4,white,f3,f4,f3,f4,Pawn,move,34,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-P-f,
33,Hastings ENG,e4,e5-e4,black,e5,e4,e5,e4,Pawn,move,35,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-P-e,
34,Hastings ENG,Rfd1,Rf1-d1,white,Rf1,d1,f1,d1,Rook,move,36,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-R-h,
35,Hastings ENG,h6,h7-h6,black,h7,h6,h7,h6,Pawn,move,37,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-P-h,
36,Hastings ENG,Nh3,Ng5-h3,white,Ng5,h3,g5,h3,Knight,move,38,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-N-g,
37,Hastings ENG,d5,d6-d5,black,d6,d5,d6,d5,Pawn,move,39,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-P-d,
38,Hastings ENG,Nf1,Nd2-f1,white,Nd2,f1,d2,f1,Knight,move,40,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-N-b,
39,Hastings ENG,Ne7,Nc6-e7,black,Nc6,e7,c6,e7,Knight,move,41,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-N-b,
40,Hastings ENG,a4,a3-a4,white,a3,a4,a3,a4,Pawn,move,42,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-P-a,
41,Hastings ENG,Nc6,Ne7-c6,black,Ne7,c6,e7,c6,Knight,move,43,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-N-b,
42,Hastings ENG,Rd2,Rd1-d2,white,Rd1,d2,d1,d2,Rook,move,44,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-R-h,
43,Hastings ENG,Nb4,Nc6-b4,black,Nc6,b4,c6,b4,Knight,move,45,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-N-b,
44,Hastings ENG,Bh1,Bg2-h1,white,Bg2,h1,g2,h1,Bishop,move,46,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-B-f,
45,Hastings ENG,Qe8,Qh5-e8,black,Qh5,e8,h5,e8,Queen,move,47,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-Q,
46,Hastings ENG,Rg2,Rd2-g2,white,Rd2,g2,d2,g2,Rook,move,48,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-R-h,
47,Hastings ENG,dxc4,d5xc4,black,d5,c4,d5,c4,Pawn,kill,49,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-P-d,W-P-c
48,Hastings ENG,bxc4,b3xc4,white,b3,c4,b3,c4,Pawn,kill,50,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-P-b,B-P-d
49,Hastings ENG,Bxa4,Bd7xa4,black,Bd7,a4,d7,a4,Bishop,kill,51,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-B-c,W-P-a
50,Hastings ENG,Nf2,Nh3-f2,white,Nh3,f2,h3,f2,Knight,move,52,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-N-g,
51,Hastings ENG,Bd7,Ba4-d7,black,Ba4,d7,a4,d7,Bishop,move,53,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-B-c,
52,Hastings ENG,Nd2,Nf1-d2,white,Nf1,d2,f1,d2,Knight,move,54,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-N-b,
53,Hastings ENG,b5,b7-b5,black,b7,b5,b7,b5,Pawn,move,55,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-P-b,
54,Hastings ENG,Nd1,Nf2-d1,white,Nf2,d1,f2,d1,Knight,move,56,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-N-g,
55,Hastings ENG,Nd3,Nb4-d3,black,Nb4,d3,b4,d3,Knight,move,57,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-N-b,
56,Hastings ENG,Rxa5,Ra1xa5,white,Ra1,a5,a1,a5,Rook,kill,58,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-R-a,B-P-a
57,Hastings ENG,b4,b5-b4,black,b5,b4,b5,b4,Pawn,move,59,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-P-b,
58,Hastings ENG,Rxa8,Ra5xa8,white,Ra5,a8,a5,a8,Rook,kill,60,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-R-a,B-R-a
59,Hastings ENG,bxc3,b4xc3,black,b4,c3,b4,c3,Pawn,kill,61,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-P-b,W-Q
60,Hastings ENG,Rxe8,Ra8xe8,white,Ra8,e8,a8,e8,Rook,kill,62,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-R-a,B-Q
61,Hastings ENG,c2,c3-c2,black,c3,c2,c3,c2,Pawn,move,63,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-P-b,
62,Hastings ENG,Rxf8+,Re8xf8+,white,Re8,f8+,e8,f8,Rook,kill,64,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-R-a,B-R-h
63,Hastings ENG,Kh7,Kh8-h7,black,Kh8,h7,h8,h7,King,move,65,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-K,
64,Hastings ENG,Nf2,Nd1-f2,white,Nd1,f2,d1,f2,Knight,move,66,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-N-g,
65,Hastings ENG,c1=Q+,c2-c1=Q+,black,c2,c1=Q+,c2,c1,Pawn,check,67,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-P-b,
66,Hastings ENG,Nf1,Nd2-f1,white,Nd2,f1,d2,f1,Knight,move,68,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-N-b,
67,Hastings ENG,Ne1,Nd3-e1,black,Nd3,e1,d3,e1,Knight,move,69,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-N-b,
68,Hastings ENG,Rh2,Rg2-h2,white,Rg2,h2,g2,h2,Rook,move,70,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-R-h,
69,Hastings ENG,Qxc4,Qc1xc4,black,Qc1,c4,c1,c4,Queen,kill,71,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-P-b,W-P-b
70,Hastings ENG,Rb8,Rf8-b8,white,Rf8,b8,f8,b8,Rook,move,72,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-R-a,
71,Hastings ENG,Bb5,Bd7-b5,black,Bd7,b5,d7,b5,Bishop,move,73,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-B-c,
72,Hastings ENG,Rxb5,Rb8xb5,white,Rb8,b5,b8,b5,Rook,kill,74,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-R-a,B-B-c
73,Hastings ENG,Qxb5,Qc4xb5,black,Qc4,b5,c4,b5,Queen,kill,75,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-P-b,W-R-a
74,Hastings ENG,g4,g3-g4,white,g3,g4,g3,g4,Pawn,move,76,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-P-g,
75,Hastings ENG,Nf3+,Ne1-f3+,black,Ne1,f3+,e1,f3,Knight,check,77,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-N-b,
76,Hastings ENG,Bxf3,Bh1xf3,white,Bh1,f3,h1,f3,Bishop,kill,78,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-B-f,B-N-b
77,Hastings ENG,exf3,e4xf3,black,e4,f3,e4,f3,Pawn,kill,79,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-P-e,W-B-f
78,Hastings ENG,gxf5,g4xf5,white,g4,f5,g4,f5,Pawn,kill,80,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-P-g,B-P-f
79,Hastings ENG,Qe2,Qb5-e2,black,Qb5,e2,b5,e2,Queen,move,81,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-P-b,
80,Hastings ENG,d5,d4-d5,white,d4,d5,d4,d5,Pawn,move,82,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-P-d,
81,Hastings ENG,Kg8,Kh7-g8,black,Kh7,g8,h7,g8,King,move,83,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-K,
82,Hastings ENG,h5,h4-h5,white,h4,h5,h4,h5,Pawn,move,84,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-P-h,
83,Hastings ENG,Kh7,Kg8-h7,black,Kg8,h7,g8,h7,King,move,85,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-K,
84,Hastings ENG,e4,e3-e4,white,e3,e4,e3,e4,Pawn,move,86,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-P-e,
85,Hastings ENG,Nxe4,Nf6xe4,black,Nf6,e4,f6,e4,Knight,kill,87,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-N-g,W-P-e
